"Issue ID","Issue Category","PR","Issue Title","File Path","Line Number","Issue Suggestion","Commented Time"
"84","P1","#1053","XPU pip 依赖被非 XPU 构建强制解析","WORKSPACE","69","将 XPU pip repo 改为 TF_NEED_XPU=1 时才解析，或为非 XPU 构建提供 dummy requirements repo。","2026-06-11T02:22:46Z"
"85","P1","#1053","XPU 依赖接入未接通运行时设备选择","arch_config/arch_select.bzl","142","补齐 XPU DeviceType、torch.xpu 检测和 XpuImpl，或明确该配置仅用于编译验证且不产出可运行 wheel。","2026-06-11T02:22:46Z"
"86","P1","#1053","XPU wheel 依赖元数据未对齐 XPU lockfile","rtp_llm/BUILD","624","为 using_xpu 生成独立 wheel requirements，并与 requirements_xpu.txt/lock 中验证过的平台包版本保持一致。","2026-06-11T02:22:46Z"
"87","P2","#1053","XPU kserve wheel 重新引入已排除的 decord/av","rtp_llm/BUILD","674","给 arch_with_version_dep 增加 @//:using_xpu: []，或让 kserve wheel 复用同一套 XPU 平台依赖过滤函数。","2026-06-11T02:22:46Z"
"88","P2","#1053","缺少 XPU 构建和打包验证",".bazelrc","196","增加至少一个 XPU 配置下的 build/wheel 打包验证，并检查 Python 版本、依赖元数据和最小运行时设备选择。","2026-06-11T02:22:46Z"
"89","P1","#1053","XPU wheel 依赖元数据没有对齐 XPU lockfile","rtp_llm/BUILD","624","为 using_xpu 提供独立 wheel requires，直接复用或生成自 requirements_xpu，至少覆盖 grpcio/grpcio-tools/protobuf/transformers/torchvision 等版本敏感依赖。","2026-06-11T03:52:29Z"
"90","P2","#1053","XPU kserve wheel 重新加入被排除的平台依赖","rtp_llm/BUILD","676","给 arch_with_version_dep 增加 using_xpu: []，或让 kserve wheel 复用同一套平台化 requires 过滤逻辑。","2026-06-11T03:52:29Z"
"91","P2","#1053","test:xpu 运行时库路径少于 XPU 构建路径",".bazelrc","259","让 test:xpu 的 LD_LIBRARY_PATH 与 build:xpu 覆盖的 oneAPI runtime 路径保持一致。","2026-06-11T03:52:29Z"
"92","P2","#1053","torch_xpu 探测未校验实际 XPU 动态库","3rdparty/gpus/torch_xpu_configure.bzl","31","在 repository rule 阶段显式校验 torch XPU 关键 .so 存在，失败时给出清晰错误。","2026-06-11T03:52:29Z"
"93","P2","#1053","缺少 XPU 配置的最小构建验证",".bazelrc","196","补充 XPU 最小 build/package gate，或在现有 CI 中加入可复用的 XPU 配置验证入口。","2026-06-11T03:52:29Z"
"94","P1","#1053","XPU repo rule 未收到固定的 PYTHON_BIN_PATH",".bazelrc","229","在 build:xpu 中显式增加 --repo_env PYTHON_BIN_PATH=/opt/conda310/bin/python3，或让两个 repo rule 复用同一个确定的 Python 配置源。","2026-06-11T06:43:12Z"
"95","P1","#1053","XPU wheel 依赖元数据未对齐 XPU lockfile","rtp_llm/BUILD","624","为 using_xpu 生成独立 wheel requires，或把 XPU lockfile/requirements 中的关键 pin 全量纳入 filter_xpu_whl_reqs/whl_deps。","2026-06-11T06:43:12Z"
"96","P2","#1053","KServe wheel 重新加入 XPU 已排除依赖","rtp_llm/BUILD","674","给 arch_with_version_dep 增加 @//:using_xpu: []，或让 KServe wheel 复用同一套 XPU 过滤逻辑。","2026-06-11T06:43:12Z"
"97","P2","#1053","缺少 XPU 配置的最小构建验证",".bazelrc","196","补充至少一个 --config=xpu 的最小 build/package 或 query 验证，并覆盖 wheel requires 与核心 target analysis。","2026-06-11T06:43:12Z"
"98","P1","#1053","XPU repository rule 未固定 PYTHON_BIN_PATH",".bazelrc","229","在 build:xpu 中显式添加 --repo_env PYTHON_BIN_PATH=/opt/conda310/bin/python3，并让两个 repository rule 使用同一解释器。","2026-06-11T08:06:21Z"
"99","P1","#1053","XPU wheel 依赖元数据没有对齐 XPU lockfile","arch_config/arch_select.bzl","34","从 requirements_xpu/lockfile 生成 XPU wheel requires，或补齐所有 XPU 版本覆盖并加入一致性校验。","2026-06-11T08:06:21Z"
"100","P2","#1053","XPU kserve wheel 仍追加非 XPU 平台依赖","rtp_llm/BUILD","674","为 arch_with_version_dep 增加 @//:using_xpu: []，或让 kserve wheel 复用同一套 XPU 过滤逻辑。","2026-06-11T08:06:21Z"
"101","P2","#1053","新增 XPU 平台缺少对应构建验证覆盖",".bazelrc","196","补充至少一个 XPU Bazel build/test 验证入口，并覆盖 rtp_llm_whl、rtp_llm_kserve_whl 或关键 pybind 目标的依赖元数据。","2026-06-11T08:06:21Z"
"102","P1","#1053","XPU 配置缺少运行时设备接入","bazel/device_defs.bzl","13","补齐 `DeviceType.XPU`、`get_device_cls` 和对应 XPU Impl，或明确配置期禁止 XPU runtime；同时增加 XPU 设备识别测试。","2026-06-11T14:13:46Z"
"103","P1","#1053","ze_loader 缺失时配置成功但链接必挂","3rdparty/gpus/xpu_configure.bzl","332","`TF_NEED_XPU=1` 时找不到 `ze_loader` 应在 repository rule 阶段 fail-fast，或让 toolchain/linkopts 与探测结果一致。","2026-06-11T14:13:46Z"
"104","P2","#1053","XPU kserve wheel 重新引入被过滤依赖","rtp_llm/BUILD","674","给 `arch_with_version_dep` 增加 `@//:using_xpu: []`，或让 kserve wheel 完全复用已过滤的平台依赖集合。","2026-06-11T14:13:46Z"
"105","P2","#1053","XPU wheel 未固定 torchvision 版本","arch_config/arch_select.bzl","140","在 XPU wheel requires 中同步加入 `torchvision==0.25.0+xpu`，或说明由其他依赖稳定提供兼容版本。","2026-06-11T14:13:46Z"
"106","P2","#1053","XPU kserve wheel 仍会声明 decord/av","rtp_llm/BUILD","674","给 arch_with_version_dep 增加 @//:using_xpu: []，或让 kserve 的最终 requires 统一经过 XPU 过滤。","2026-06-11T15:43:58Z"
"107","P2","#1053","缺少 XPU 构建的最小自动验证",".bazelrc","196","接入一个最小 --config=xpu query/build/test 验证，至少覆盖核心 target 或 wheel target，并确认非 XPU 配置不受新 repository rule 影响。","2026-06-11T15:43:58Z"
"108","P2","#1053","XPU 配置全局关闭 Werror",".bazelrc","227","按具体 warning 分项压制，或仅对 third_party 使用 per_file_copt；确需临时放宽时补充明确清理条件。","2026-06-11T15:43:58Z"
"109","P3","#1053","新增 Starlark 文件末尾多余空行","3rdparty/gpus/xpu_python_utils.bzl","19","删除文件末尾多余空行，确保 git diff --check 通过。","2026-06-11T15:43:58Z"
"110","P1","#1053","XPU wheel 仍会被标记成 cp310","rtp_llm/BUILD","710","为 XPU wheel 增加 cp312 tag/rename 产物，或让 XPU 依赖、编译解释器和 wheel tag 统一到同一 Python 版本。","2026-06-12T15:03:36Z"
"111","P1","#1053","libze_loader 的探测路径没有传给链接器","3rdparty/gpus/crosstool/xpu_cc_toolchain_config.bzl.tpl","94","把探测到的 ze_loader_lib 目录传入 linkopts，或让 XPU C++ 目标显式依赖 @local_config_xpu//xpu:ze_loader 并覆盖 fallback build。","2026-06-12T15:03:36Z"
"112","P2","#1053","缺少 XPU 构建与打包验证",".bazelrc","196","补充至少一个 --config=xpu 下的构建/打包验证目标，并接入可执行 CI gate 或明确的验证脚本。","2026-06-12T15:03:36Z"
"113","P3","#1053","新增文件存在 diff-check 空行问题","3rdparty/gpus/xpu_python_utils.bzl","19","删除文件末尾多余空行，确保 diff-check 通过。","2026-06-12T15:03:36Z"
"114","P1","#1053","XPU pip 依赖在非 XPU 构建中被无条件加载","WORKSPACE","75","将 XPU pip repo 做成非 XPU stub，或拆到仅 XPU 配置会触发的 repository rule，确保非 XPU 构建不解析 Python 3.12 的 XPU lockfile。","2026-06-13T08:10:14Z"
"115","P2","#1053","新增 XPU 构建链路缺少可验证覆盖",".bazelrc","196","补充最小 XPU Bazel build 或 wheel 打包验证，并接入可复用的 CI/手动验证入口。","2026-06-13T08:10:14Z"
"116","P1","#1053","XPU 运行时未接入 device 分发","rtp_llm/config/server_config_setup.py","560","补齐 `DeviceType.XPU`、`get_device_cls`、factory 分发与 `torch.xpu.set_device(local_rank)`；否则在 XPU 配置启动时 fail-fast。","2026-06-14T13:01:44Z"
"117","P1","#1053","XPU wheel 仍会走 CUDA 采样实现","rtp_llm/cpp/models/Sampler.cc","50","为 XPU 接入明确的采样和 tensor 拷贝实现，或在 XPU wheel 中排除 C++ engine 并在启动时显式失败。","2026-06-14T13:01:44Z"
"118","P2","#1053","XPU 依赖解析和运行时 Python 可能不一致","deps/pip.bzl","78","让 `pip_xpu_torch` 复用 XPU repository rules 的 Python 配置，或在配置期校验解释器路径、版本和 wheel tag 一致。","2026-06-14T13:01:44Z"
"119","P2","#1053","缺少 XPU 构建和采样回归覆盖",".bazelrc","196","补充最小 XPU build/test 覆盖，并增加 Sampler 变束场景的回归用例或 XPU smoke。","2026-06-14T13:01:44Z"
"120","P2","#1053","不支持的 XPU speculative 配置校验太晚","rtp_llm/config/server_config_setup.py","560","将 XPU speculative 禁用校验移动到 `fetch_model_files_to_local` 之前，尽早失败。","2026-06-14T13:01:44Z"
"121","P1","#1053","XPU pip 依赖被非 XPU 构建提前解析","WORKSPACE","75","不要把 @pip_xpu_torch 放进全平台 WORKSPACE 解析路径；改为 XPU 专用入口、非 XPU stub，或保证 lockfile 与默认解释器兼容。","2026-06-15T06:20:49Z"
"122","P1","#1053","XPU 配置没有接入运行时设备选择","bazel/device_defs.bzl","12","补齐 DeviceType.XPU、get_device_type() 的 torch.xpu 检测和对应 DeviceImpl，或把本 PR 明确限制为 build-only 并避免运行时标记 XPU。","2026-06-15T06:20:49Z"
"123","P2","#1053","XPU wheel 元数据漏掉 vllm-xpu-kernels","rtp_llm/BUILD","626","把 vllm-xpu-kernels 加入 XPU wheel requirements，并与 requirements_xpu.txt 保持同源；若运行不需要则从 requirements 中移除并说明。","2026-06-15T06:20:49Z"
"124","P2","#1053","缺少 XPU 平台端到端覆盖",".bazelrc","196","增加至少一个 XPU bazel build/wheel 或 smoke/CI target，覆盖 repository rule、torch_xpu 依赖选择和 rtp_llm_xpu wheel 生成。","2026-06-15T06:20:49Z"
"125","P1","#1071","XPU sampleGreedy cum_log_probs 形状不匹配会导致运行时崩溃","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","431","应仿照 CUDA 实现，先 gather 被选中 token 的概率再取 log：auto token_prob = filtered_probs.gather(1, selected.unsqueeze(-1).to(torch::kLong)).squeeze(1); params.cum_log_probs.value().add_(token_prob.log());","2026-06-05T09:08:22Z"
"126","P1","#1071","XPU sampleGreedy 缺少 do_sample 和 no_repeat_ngram_size 支持","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","288","至少需要处理 do_sample 标记：当 do_sample=false 时应使用 argmax 而非 multinomial。no_repeat_ngram_size 可暂不实现但需在启用时抛出明确错误。这两个都会导致用户可见的输出不正确。","2026-06-05T09:08:22Z"
"127","P2","#1071","XPU 内存查询硬编码 device 0，多卡场景报告错误设备的显存","rtp_llm/models_py/bindings/core/ExecOps.cc","392","用 getDeviceId() 替代硬编码的 0：at::xpu::getDeviceProperties(getDeviceId()) 和 XPUCachingAllocator::getDeviceStats(getDeviceId())，与 MemoryEvaluationHelper.cc 中同步修改","2026-06-05T09:08:22Z"
"128","P2","#1071","XPU runtimeSyncAndCheck() 是空实现，可能导致异步操作数据竞争","rtp_llm/models_py/bindings/core/ExecOps.cc","105","至少应执行 c10::xpu::getCurrentXPUStream().synchronize()，与 NormalEngine::prefillWarmUp 中的 XPU 同步写法保持一致","2026-06-05T09:08:22Z"
"129","P2","#1071","XPU fusedStridedCopy 产生 O(copies × rows) 个独立 memcpy 提交","rtp_llm/models_py/bindings/common/FusedCopyOp.cc","48","考虑将所有 row 的 memcpy 聚合为一个 queue.submit() + parallel_for，或至少在外层循环结束后调一次 queue.wait() 而非逐行提交，减少 submission overhead","2026-06-05T09:08:22Z"
"130","P2","#1071","XPU sampleGreedy 逐 batch 循环产生 O(batch_size) 次独立 kernel launch","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","302","temperature 可以用向量化 logits.div_(temperature.unsqueeze(-1)) 替代逐行循环；top-k/top-p 也可以用 batched topk + masked_fill 替代逐行操作，减少 kernel launch 数","2026-06-05T09:08:22Z"
"131","P2","#1071","XPU cudaPreRun() 未设置设备，多卡环境可能使用错误设备","rtp_llm/models_py/bindings/core/ExecOps.cc","360","应调用 c10::xpu::set_device(device_id) 或 at::xpu::set_device(device_id)，与 NormalEngine 构造函数中的 DeviceGuard 行为对齐","2026-06-05T09:08:22Z"
"132","P2","#1071","NormalModelInputGatherer 中 is_cuda() 检查在 XPU 平台不完整","rtp_llm/cpp/normal_engine/NormalModelInputGatherer.cc","135","改为 if (!mm_feature.is_cuda() && !mm_feature.is_xpu())，与本 PR 其他文件中的模式一致。虽然 .to() 同设备是 no-op 不影响正确性，但不一致且会有微小性能开销","2026-06-05T09:08:22Z"
"133","P2","#1071","XPU sampleGreedy 未处理 random_seed / generator","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","419","在 torch::multinomial 前，对有 generator 的 batch 元素使用 torch::multinomial(probs, 1, false, generator) 或逐行采样确保可重复性","2026-06-05T09:08:22Z"
"134","P2","#1071","XPU sampleGreedy 在 temperature=0 快速路径未设置 success 标记","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","660","temperature==0 快速路径应在有 cum_log_probs 时也计算并更新（argmax 对应的 log prob）","2026-06-05T09:08:22Z"
"135","P2","#1071","XPU fusedCopy 未做错误检查：SYCL queue.memcpy 是异步的，错误可能丢失","rtp_llm/models_py/bindings/common/FusedCopyOp.cc","33","fusedCopy 和 fusedStridedCopy 末尾应加 queue.wait() 或保存返回的 sycl::event 以便后续检查。CUDA 版本在调用后有 check_cuda_error() 做同步错误检查。","2026-06-05T09:08:22Z"
"136","P2","#1071","XPU sampleGreedy 中 per-batch 循环效率低：top_k/top_p 逐行处理而非批量操作","rtp_llm/models_py/bindings/core/CudaSampleOp.cc","387","对于 top_k，可以使用 torch::topk 批量处理整个 [batch, vocab] tensor（pad 不同 k 值到最大 k）。对于 top_p，由于不同行有不同的 p，per-row 循环可以接受但应标注为已知的性能问题，后续优化。","2026-06-05T09:08:22Z"
"137","P2","#1071","XPU getTorchDevice 未考虑设备索引：多卡场景可能分配到错误设备","rtp_llm/models_py/bindings/core/ExecOps.cc","408","改为 return torch::Device(torch::kXPU, static_cast<c10::DeviceIndex>(g_device_id)); 或使用 c10::xpu::current_device() 来确保分配到正确设备。需要验证 PyTorch XPU 后端是否像 CUDA 一样自动使用当前设备。","2026-06-05T09:08:22Z"
"138","P2","#1071","xpu_configure 中 SYCL 运行库和头文件缺失时静默降级，可能导致链接时才报错","3rdparty/gpus/xpu_configure.bzl","284-311","当 TF_NEED_XPU=1 但 libsycl.so / ze_loader / sycl headers 缺失时，至少打印 warning（repository_ctx.report_progress 或 print），提前告知用户运行时依赖不完整，避免链接阶段才出现难以诊断的 undefined symbol 错误","2026-06-05T09:08:22Z"
"139","P2","#1071","torch_xpu_configure 中 site.getsitepackages() 可能在 virtualenv 下返回空列表","3rdparty/gpus/torch_xpu_configure.bzl","36-42","在某些 virtualenv 配置下 getsitepackages() 可能返回空列表导致 IndexError。建议改用 `import sysconfig; print(sysconfig.get_path('purelib'))` 或捕获 IndexError 并提供更明确的错误信息","2026-06-05T09:08:22Z"
"140","P2","#1071","xpu_configure 中 site_packages.bzl 生成失败被静默忽略","3rdparty/gpus/xpu_configure.bzl","328-337","当 return_code != 0 时 site_packages.bzl 不会被创建，如果有下游 load() 引用会直接报错。建议在失败时也创建一个带空值的 stub 文件，或者至少打印 warning","2026-06-05T09:08:22Z"
"141","P2","#1071","xpu_cc_toolchain_config.bzl.tpl 包含大量 Windows/MSVC/darwin 死代码","3rdparty/gpus/crosstool/xpu_cc_toolchain_config.bzl.tpl","72-1478","这个模板似乎是从 CUDA toolchain config 复制过来的。建议移除不可达的 darwin/x64_windows 分支，减少维护成本和理解难度（约可删减 60% 代码量）","2026-06-05T09:08:22Z"
"142","P2","#1071","torch_xpu_configure 遍历并 symlink 整个 site-packages 目录","3rdparty/gpus/torch_xpu_configure.bzl","48","site-packages 通常有数百个条目（dist-info、bin、包目录），全部 symlink 会增加 repository rule 耗时和 Bazel sandbox 体积。建议只 symlink 实际需要的包（torch、torchvision 等），类似 CUDA 的 torch_configure 只 symlink torch/lib 和 torch/include。","2026-06-05T09:08:22Z"
"143","P2","#1071","默认 SYCL target 为 spir64（JIT）而非 AOT 编译","3rdparty/gpus/xpu_configure.bzl","15","spir64 意味着运行时 JIT 编译，首次 kernel 启动会有数秒延迟。对于生产 LLM 推理，建议文档中明确提示用户设置 SYCL_TARGET=intel_gpu_pvc/intel_gpu_bmg 进行 AOT 编译以获取最佳推理性能。当前 default 可保留作为开发兼容性，但建议在 .bazelrc 的 xpu config 中覆盖为 AOT target。","2026-06-05T09:08:22Z"
"144","P2","#1071","xpu_cc_toolchain_config.bzl.tpl 包含大量不可达的 Windows/Darwin 代码路径","3rdparty/gpus/crosstool/xpu_cc_toolchain_config.bzl.tpl","1459","因为 cpu attr 只允许 ""local""，所有 darwin/x64_windows 分支代码都是死代码。建议清理这些不可达路径以降低维护成本，或者 — 如果计划未来支持其他平台 — 在 cpu attr values 中添加相应值","2026-06-05T09:08:22Z"
